CODIGO OFICINA;DENOMINACION OFICINA;CODIGO CECO;CODIGO OFICINA DIRECTA;CODIGO OFICINA DELEGADA;CODIGO DT;DENOMINACION DT;CODIGO DGT;DENOMINACION DGT;CODIGO SUBCENTRAL;DENOMINACION SUBCENTRAL;CLAVE DE PRODUCCION;CODIGO TIPO OFICINA;DENOMINACION TIPO DE OFICINA;CODIGO TIPO VIA;DENOMINACION TIPO VIA;DENOMINACION VIA;NUMERO VIA;COMPLEMENTO DENOMINACION VIA;CODIGO POSTAL;CODIGO PROVINCIA;DENOMINACION PROVINCIA;CODIGO LOCALIDAD;DENOMINACION LOCALIDAD;TELEFONOS OFICINA1;TELEFONOS OFICINA2;TELEFONOS OFICINA3;FAX OFICINA;EMAIL OFICINA;HORARIO_NORMAL_W;HORARIO_NORMAL_V;IND_HORARIO_NORMAL_S;HORARIO_NORMAL_S;HORARIO_VERANO_W;HORARIO_VERANO_V;IND_HORARIO_VERANO_S;HORARIO_VERANO_S;PERIODO_VERANO_S_N;PERIODO_INICIO_VERANO;PERIODO_FIN_VERANO;HORARIO_OBSERVACIONES;HORARIO_OBSERVACIONES_VERANO;CODIGO DEL RESPONSABLE;NOMBRE DEL RESPONSABLE;NUUMA RESPONSABLE;PERFIL RESPONSABLE;EMAIL RESPONSABLE;CODIGO DEL RESPONSABLE2;NOMBRE DEL RESPONSABLE2;NUUMA RESPONSABLE2;PERFIL RESPONSABLE2;EMAIL RESPONSABLE2;NOMBRE_MIEMBRO1;NUUMA_MIEMBRO1;PERFIL_MIEMBRO1;EMAIL_MIEMBRO1;NOMBRE_MIEMBRO2;NUUMA_MIEMBRO2;PERFIL_MIEMBRO2;EMAIL_MIEMBRO2;NOMBRE_MIEMBRO3;NUUMA_MIEMBRO3;PERFIL_MIEMBRO3;EMAIL_MIEMBRO3;NOMBRE_MIEMBRO4;NUUMA_MIEMBRO4;PERFIL_MIEMBRO4;EMAIL_MIEMBRO4;NOMBRE_MIEMBRO5;NUUMA_MIEMBRO5;PERFIL_MIEMBRO5;EMAIL_MIEMBRO5
L10355;MARACENA - ENCRUCIJADA;7895;1899;7895;18;GRANADA-ALMERIA;08;SUR;18;GRANADA-ALMERIA;5232699;OFICINAS TRADICIONALES;DELEGADA;CL;CALLE;ENCRUCIJADA;18;;18200;18;GRANADA;18200;MARACENA;958415255;;622070522;958421372;johita@mapfre.com;09:30 14:00 17:30 20:30;09:30 14:00 17:30 20:30;; ;09:30 14:30 17:30 20:30;09:30 14:30 17:30 20:30;; ;S;01-JUN-2016;31-JUL-2016;;;111369;JOSE MIGUEL HITA GARCIA;JOHITA;Responsable;JOHITA@mapfre.com;;;;Responsable2;;SANDRA CERVERA TRUJILLO;CTSANDR;NO TITULAR;ctsandr@mapfre.com;EVA MARIA BARRANCO PEÑA;EMBARRA;NO TITULAR;embarra@mapfre.com;;;;;;;;;;;;
L10357;GRANADA - AVD. CONSTITUCION-TRIUNFO;7937;1899;7937;18;GRANADA-ALMERIA;08;SUR;18;GRANADA-ALMERIA;5232103;OFICINAS TRADICIONALES;DELEGADA;AVD;AVENIDA;DE LA CONSTITUCION;10;;18012;18;GRANADA;18012;GRANADA;958805073;;;;amatara@mapfre.com;09:00 14:00 17:00 20:00;09:00 14:00  ;; ;08:00 15:00  ;   ;; ;S;15-JUN-2019;15-SEP-2019;;;2135;MATARAN DE VICENTE Y MATARAN PEREZ, S.L.  ;;Responsable;;;;;Responsable2;;DANIEL GONZALEZ DE CARA;DGONZA4;NO TITULAR;DGONZA4@mapfre.com;JOSE MANUEL LOPEZ ZURITA;JAORTE1;NO TITULAR;JAORTE1@mapfre.com;MAURICIA ROBLES TRIGUERO;MROBLE2;NO TITULAR;MROBLE2@mapfre.com;MARIA LUZ GONZALEZ GARCIA;MGON68;NO TITULAR;MGON68@mapfre.com;MARIA DEL PILAR SANIGER MARTINEZ;MARSANI;NO TITULAR;MARSANI@mapfre.com
L10357;GRANADA - AVD. CONSTITUCION-TRIUNFO;7937;1899;7937;18;GRANADA-ALMERIA;08;SUR;18;GRANADA-ALMERIA;5232103;OFICINAS TRADICIONALES;DELEGADA;AVD;AVENIDA;DE LA CONSTITUCION;10;;18012;18;GRANADA;18012;GRANADA;958805073;;;;amatara@mapfre.com;09:00 14:00 17:00 20:00;09:00 14:00  ;; ;08:00 15:00  ;   ;; ;S;15-JUN-2019;15-SEP-2019;;;50751;ANGEL MATARAN PEREZ;AMATARA;Responsable;AMATARA@mapfre.com;;;;Responsable2;;DANIEL GONZALEZ DE CARA;DGONZA4;NO TITULAR;DGONZA4@mapfre.com;JOSE MANUEL LOPEZ ZURITA;JAORTE1;NO TITULAR;JAORTE1@mapfre.com;MAURICIA ROBLES TRIGUERO;MROBLE2;NO TITULAR;MROBLE2@mapfre.com;MARIA LUZ GONZALEZ GARCIA;MGON68;NO TITULAR;MGON68@mapfre.com;MARIA DEL PILAR SANIGER MARTINEZ;MARSANI;NO TITULAR;MARSANI@mapfre.com
L10358;SANTANDER - CALLE CASTILLA;6082;3911;6082;33;ASTURIAS-CANTABRIA;06;NOROESTE;33;ASTURIAS-CANTABRIA;5232107;OFICINAS TRADICIONALES;DELEGADA;;;CASTILLA;69;;39009;39;CANTABRIA;39009;SANTANDER;942367213;;645780298;942367216;druizro@mapfre.com;09:30 14:00 16:30 19:30;09:30 14:00 16:30 19:30;; ;   ;   ;; ;N;;;;;47426;DAVID RUIZ RODIÑO;DRUIZRO;Responsable;druizro@mapfre.com;;;;Responsable2;;ANGEL VELA MARCOS;VELAANG;NO TITULAR;VELAANG@mapfre.com;;;;;;;;;;;;;;;;
L10358;SANTANDER - CALLE CASTILLA;6082;3911;6082;33;ASTURIAS-CANTABRIA;06;NOROESTE;33;ASTURIAS-CANTABRIA;5232107;OFICINAS TRADICIONALES;DELEGADA;;;CASTILLA;69;;39009;39;CANTABRIA;39009;SANTANDER;942367213;;645780298;942367216;druizro@mapfre.com;09:30 14:00 16:30 19:30;09:30 14:00 16:30 19:30;; ;   ;   ;; ;N;;;;;69478;RUIZ Y RODIÑO VELA MARCOS, S.L.  ;;Responsable;;;;;Responsable2;;ANGEL VELA MARCOS;VELAANG;NO TITULAR;VELAANG@mapfre.com;;;;;;;;;;;;;;;;
L10375;MADRID - CIUDAD BARCELONA;2892;1221;2892;28;MADRID - CENTRO;01;MADRID;28;MADRID - CENTRO;5232106;OFICINAS TRADICIONALES;DELEGADA;;;CIUDAD BARCELONA;126;;28007;28;MADRID;28007;MADRID;915011727;;;;jrevesa@mapfre.com;09:00 14:00 17:00 20:00;   ;; ;09:00 14:00 17:00 20:00;   ;; ;S;01-JUL-2018;31-JUL-2018;V JULIO DE 8 A 15 / AGOSTO DE 8 A 15;;12869;JUAN REVESADO MATEOS;JREVESA;Responsable;jrevesa@mapfre.com;;;;Responsable2;;MARIA DEL PILAR DIAZ-UFANO ALEJANDRO;DIAZUFA;NO TITULAR;diazufa@mapfre.com;OMAR PANIAGUA REVESADO;OMARPAN;NO TITULAR;OMARPAN@mapfre.com;BALBINA GALACHE BLANCO;BALGALA;NO TITULAR;BALGALA@mapfre.com;;;;;;;;
L10375;MADRID - CIUDAD BARCELONA;2892;1221;2892;28;MADRID - CENTRO;01;MADRID;28;MADRID - CENTRO;5232106;OFICINAS TRADICIONALES;DELEGADA;;;CIUDAD BARCELONA;126;;28007;28;MADRID;28007;MADRID;915011727;;;;jrevesa@mapfre.com;09:00 14:00 17:00 20:00;   ;; ;09:00 14:00 17:00 20:00;   ;; ;S;01-JUL-2018;31-JUL-2018;V JULIO DE 8 A 15 / AGOSTO DE 8 A 15;;69088;J REVESADO, S.L.  ;;Responsable;;;;;Responsable2;;MARIA DEL PILAR DIAZ-UFANO ALEJANDRO;DIAZUFA;NO TITULAR;diazufa@mapfre.com;OMAR PANIAGUA REVESADO;OMARPAN;NO TITULAR;OMARPAN@mapfre.com;BALBINA GALACHE BLANCO;BALGALA;NO TITULAR;BALGALA@mapfre.com;;;;;;;;
L10376;MOSTOLES - Urb. AVD. LOS DEPORTES;6145;1151;6145;62;MADRID-OESTE;01;MADRID;62;MADRID-OESTE;5232110;OFICINAS TRADICIONALES;DELEGADA;AVD;AVENIDA;DE LOS DEPORTES;32;;28935;28;MADRID;28935;MOSTOLES;916146408;;;616646877;alguacf@mapfre.com;09:00 14:00 16:00 19:00;08:00 15:00  ;; ;08:00 15:00  ;08:00 15:00  ;; ;S;03-AGO-2020;28-AGO-2020;;;2149;PORTILLA GT, S.L.  ;;Responsable;;;;;Responsable2;;ISABEL MARIA SANCHEZ FERNANDEZ;SFISABE;NO TITULAR;sfisabe@mapfre.com;SOVEIDA JOSEFINA MAVAREZ ROMERO;SOVEIDA;NO TITULAR;soveida@mapfre.com;VIDE SAYURI LOMBANA ZAMBRANO;VIDESAY;NO TITULAR;videsay@mapfre.com;ANA ISABEL ROBLES PASTOR;AIROBLE;NO TITULAR;airoble@mapfre.com;VANESA RIVILLA MARTINEZ;RMVANES;NO TITULAR;rmvanes@mapfre.com
L10376;MOSTOLES - Urb. AVD. LOS DEPORTES;6145;1151;6145;62;MADRID-OESTE;01;MADRID;62;MADRID-OESTE;5232110;OFICINAS TRADICIONALES;DELEGADA;AVD;AVENIDA;DE LOS DEPORTES;32;;28935;28;MADRID;28935;MOSTOLES;916146408;;;616646877;alguacf@mapfre.com;09:00 14:00 16:00 19:00;08:00 15:00  ;; ;08:00 15:00  ;08:00 15:00  ;; ;S;03-AGO-2020;28-AGO-2020;;;42855;FRANCISCO ALGUACIL PIMIENTA;ALGUACF;Responsable;alguacf@mapfre.com;;;;Responsable2;;ISABEL MARIA SANCHEZ FERNANDEZ;SFISABE;NO TITULAR;sfisabe@mapfre.com;SOVEIDA JOSEFINA MAVAREZ ROMERO;SOVEIDA;NO TITULAR;soveida@mapfre.com;VIDE SAYURI LOMBANA ZAMBRANO;VIDESAY;NO TITULAR;videsay@mapfre.com;ANA ISABEL ROBLES PASTOR;AIROBLE;NO TITULAR;airoble@mapfre.com;VANESA RIVILLA MARTINEZ;RMVANES;NO TITULAR;rmvanes@mapfre.com
L10395;SEVILLA - Urb. AFAN DE RIBERA;4188;4109;4188;41;SEVILLA;03;SUROESTE;41;SEVILLA;5232102;OFICINAS TRADICIONALES;DELEGADA;;;AFAN DE RIBERA;181;;41006;41;SEVILLA;41006;SEVILLA;954637561;;;;cgarc26@mapfre.com;09:00 14:00 17:30 20:00;09:00 14:00 17:30 20:00;; ;09:00 14:00 18:00 20:30;09:00 14:00 18:00 20:30;; ;N;;;;;62028;JACOBO GARCIA DONAS DIAZ;JACOGAR;Responsable;JACOGAR@MAPFRE.COM;;;;Responsable2;;MARIA ELENA MARTIN NIETO;MEMART2;NO TITULAR;memart2@mapfre.com;MACARENA BERNAL PULIDO;BERNAM;NO TITULAR;bernam@mapfre.com;;;;;;;;;;;;
L10395;SEVILLA - Urb. AFAN DE RIBERA;4188;4109;4188;41;SEVILLA;03;SUROESTE;41;SEVILLA;5232102;OFICINAS TRADICIONALES;DELEGADA;;;AFAN DE RIBERA;181;;41006;41;SEVILLA;41006;SEVILLA;954637561;;;;cgarc26@mapfre.com;09:00 14:00 17:30 20:00;09:00 14:00 17:30 20:00;; ;09:00 14:00 18:00 20:30;09:00 14:00 18:00 20:30;; ;N;;;;;67352;GDONAS, S.L.    ;;Responsable;;;;;Responsable2;;MARIA ELENA MARTIN NIETO;MEMART2;NO TITULAR;memart2@mapfre.com;MACARENA BERNAL PULIDO;BERNAM;NO TITULAR;bernam@mapfre.com;;;;;;;;;;;;
L10415;UTRERA - CALLE MOLARES;5205;5145;5205;41;SEVILLA;03;SUROESTE;41;SEVILLA;5292228;OFICINAS TRADICIONALES;DELEGADA;CL;CALLE;LOS MOLARES;7;;41710;41;SEVILLA;41710;UTRERA;955868232;;;;srjoaqu@mapfre.com;10:00 14:00 17:00 20:00;10:00 14:00 17:00 20:00;; ;   ;   ;; ;N;;;;;341987;JOAQUIN SANCHEZ RODRIGUEZ;SRJOAQU;Responsable;SRJOAQU@mediador.mapfre.com;;;;Responsable2;;MACARENA SANCHEZ MARQUEZ;SMMACA1;NO TITULAR;SMMACA1@mediador.mapfre.com;MARIA DOLORES MU OZ RAMOS;MMUN0;NO TITULAR;MMUN0@MAPFRE.COM;;;;;;;;;;;;
L10415;UTRERA - CALLE MOLARES;5205;5145;5205;41;SEVILLA;03;SUROESTE;41;SEVILLA;5292228;OFICINAS TRADICIONALES;DELEGADA;CL;CALLE;LOS MOLARES;7;;41710;41;SEVILLA;41710;UTRERA;955868232;;;;srjoaqu@mapfre.com;10:00 14:00 17:00 20:00;10:00 14:00 17:00 20:00;; ;   ;   ;; ;N;;;;;366198;JOAQUIN SANCHEZ AGENCIA DE SEGUROS E INV ERSIONES 2019, S.L.U ;;Responsable;;;;;Responsable2;;MACARENA SANCHEZ MARQUEZ;SMMACA1;NO TITULAR;SMMACA1@mediador.mapfre.com;MARIA DOLORES MU OZ RAMOS;MMUN0;NO TITULAR;MMUN0@MAPFRE.COM;;;;;;;;;;;;
L10416;CARTAGENA - Urb. PRINCIPE DE ASTURIAS;3083;3043;3083;03;ALICANTE-MURCIA;05;ESTE;03;ALICANTE-MURCIA;5277576;OFICINAS TRADICIONALES;DELEGADA;CL;CALLE;PRINCIPE DE ASTURIAS;23;;30204;30;MURCIA;30204;CARTAGENA;968321302;;;;cortesla@mapfre.com;09:30 14:00 17:00 20:00;09:30 14:00 17:00 20:00;; ;08:00 15:00  ;08:00 15:00  ;; ;S;16-JUL-2017;31-AGO-2017;;;341981;MACOFASA CONSTRUCCIONES E INVERSIONES S. L. ;;Responsable;administracion@paradordelmarmenor.com;;;;Responsable2;;MANUEL PEREZ ABALOS;PAMANU1;NO TITULAR;TODOINVERSIONES@HOTMAIL.COM;;;;;;;;;;;;;;;;
L10416;CARTAGENA - Urb. PRINCIPE DE ASTURIAS;3083;3043;3083;03;ALICANTE-MURCIA;05;ESTE;03;ALICANTE-MURCIA;5277576;OFICINAS TRADICIONALES;DELEGADA;CL;CALLE;PRINCIPE DE ASTURIAS;23;;30204;30;MURCIA;30204;CARTAGENA;968321302;;;;cortesla@mapfre.com;09:30 14:00 17:00 20:00;09:30 14:00 17:00 20:00;; ;08:00 15:00  ;08:00 15:00  ;; ;S;16-JUL-2017;31-AGO-2017;;;342039;CARLOS CORTES LAMBEA;CORTES9;Responsable;ADMINISTRACION@PARADORDELMARMENOR.COM;;;;Responsable2;;MANUEL PEREZ ABALOS;PAMANU1;NO TITULAR;TODOINVERSIONES@HOTMAIL.COM;;;;;;;;;;;;;;;;
L10455;CASTELLON - Urb. CIUDAD JUSTICIA;7225;1210;7225;12;CASTELLON-VALENCIA PROVINCIA;05;ESTE;12;CASTELLON-VALENCIA PROVINCIA;5232075;OFICINAS TRADICIONALES;DELEGADA;;;BLASCO IBAÑEZ;17;;12003;12;CASTELLON/CASTELLO;12003;CASTELLON;964724755;;;964237375;lcarsi2@mapfre.com;09:30 14:00 16:30 20:00;09:30 14:00 16:30 20:00;; ;09:00 14:00  ;09:00 14:00  ;; ;S;01-AGO-2018;31-AGO-2018;;;735;LUIS CARSI RICO;LCARSI;Responsable;lcarsi2@mapfre.com;;;;Responsable2;;RUBEN FABREGAT MELIA;RUBENFA;NO TITULAR;RUBENFA@mapfre.com;LUIS CARSI RODRIGUEZ;CARSIL1;NO TITULAR;CARSIL1@mapfre.com;PABLO BAYOT BAYO;PBAYOTB;NO TITULAR;PBAYOTB@mapfre.com;;;;;;;;
L10455;CASTELLON - Urb. CIUDAD JUSTICIA;7225;1210;7225;12;CASTELLON-VALENCIA PROVINCIA;05;ESTE;12;CASTELLON-VALENCIA PROVINCIA;5232075;OFICINAS TRADICIONALES;DELEGADA;;;BLASCO IBAÑEZ;17;;12003;12;CASTELLON/CASTELLO;12003;CASTELLON;964724755;;;964237375;lcarsi2@mapfre.com;09:30 14:00 16:30 20:00;09:30 14:00 16:30 20:00;; ;09:00 14:00  ;09:00 14:00  ;; ;S;01-AGO-2018;31-AGO-2018;;;61561;LC CARSI RODRIGUEZ AGENCIA SEGUROS, S.L.  ;;Responsable;;;;;Responsable2;;RUBEN FABREGAT MELIA;RUBENFA;NO TITULAR;RUBENFA@mapfre.com;LUIS CARSI RODRIGUEZ;CARSIL1;NO TITULAR;CARSIL1@mapfre.com;PABLO BAYOT BAYO;PBAYOTB;NO TITULAR;PBAYOTB@mapfre.com;;;;;;;;
L10475;MOTRIL - MARQUESA ESQUILACHE;7932;1817;7932;18;GRANADA-ALMERIA;08;SUR;18;GRANADA-ALMERIA;5231163;OFICINAS TRADICIONALES;DELEGADA;;;AVD. MARQUESA DE ESQUILACHE;1;;18600;18;GRANADA;18600;MOTRIL;958606971;;696886689;;ebustos@mapfre.com;09:00 14:00 17:00 20:00;09:00 14:00 17:00 20:00;; ;08:00 15:00  ;08:00 15:00  ;; ;N;;;;;7821;EMILIO BUSTOS MOLINA;EBUSTOS;Responsable;ebustos@mapfre.com;;;;Responsable2;;NOELIA CASTAÑO ALVAREZ;CANOELI;NO TITULAR;CANOELI@mapfre.com;;;;;;;;;;;;;;;;
L10476;VALVERDE DEL CAMINO - Urb. DON PEDRO CAS;2223;2198;2223;11;CADIZ-CEUTA-HUELVA;03;SUROESTE;11;CADIZ-CEUTA-HUELVA;5231983;OFICINAS TRADICIONALES;DELEGADA;;;DON PEDRO CASTILLA;20;;21600;21;HUELVA;21600;VALVERDE DEL CAMINO;959555852;;;959555814;jlimonq@mapfre.com;09:00 14:00 16:00 20:00;09:00 13:30  ;; ;09:00 14:00  ;09:00 14:00  ;; ;S;01-JUL-2016;31-AGO-2016;;;13199;JUAN JAVIER LIMON QUINTERO;JLIMONQ;Responsable;jlimonq@mapfre.com;;;;Responsable2;;LOURDES MORA MONTES;LMORAMO;NO TITULAR;lmoramo@mapfre.com;;;;;;;;;;;;;;;;
L10476;VALVERDE DEL CAMINO - Urb. DON PEDRO CAS;2223;2198;2223;11;CADIZ-CEUTA-HUELVA;03;SUROESTE;11;CADIZ-CEUTA-HUELVA;5231983;OFICINAS TRADICIONALES;DELEGADA;;;DON PEDRO CASTILLA;20;;21600;21;HUELVA;21600;VALVERDE DEL CAMINO;959555852;;;959555814;jlimonq@mapfre.com;09:00 14:00 16:00 20:00;09:00 13:30  ;; ;09:00 14:00  ;09:00 14:00  ;; ;S;01-JUL-2016;31-AGO-2016;;;64448;MANYJA, S.L.L. E   ;;Responsable;;;;;Responsable2;;LOURDES MORA MONTES;LMORAMO;NO TITULAR;lmoramo@mapfre.com;;;;;;;;;;;;;;;;
L10477;RONDA - RUEDO ALAMEDA;7992;8810;7992;29;MALAGA - MELILLA;08;SUR;29;MALAGA - MELILLA;5231213;OFICINAS TRADICIONALES;DELEGADA;;;PZA. RUEDO ALAMEDA;21;;29400;29;MALAGA;29400;RONDA;952161096;;637425057;952873642;garcifj@mapfre.com;09:30 14:00 17:00 20:30;09:30 14:00 17:00 20:30;; ;09:30 14:00 17:30 20:30;09:30 14:00 17:30 20:30;; ;N;;;;;9381;FRANCISCO JOSE GARCIA GAMERO;GARCIFJ;Responsable;garcifj@mapfre.com;;;;Responsable2;;;;;;;;;;;;;;;;;;;;;
L10478;PALMA - PZA. ROSELLON;0772;0770;0772;07;BALEARES;02;CATALUÑA-BALEARES;07;BALEARES;5232014;OFICINAS TRADICIONALES;DELEGADA;PZA;PLAZA;COMTAT DEL ROSSELLO;S/N;EDF ORISBA LOCAL 1;07002;07;BALEARES/ILLES BALEARS;07002;PALAMA MALLORCA;971718155;;666926671;971425403;pacasti@mapfre.com;09:00 14:00 16:30 19:30;09:00 14:00 16:30 19:30;; ;09:00 14:00  ;09:00 14:00  ;; ;S;01-AGO-2018;31-AGO-2018;;;59668;PATRICIA CASTILLA MARTIN;PACASTI;Responsable;PACASTI@mapfre.com;;;;Responsable2;;MARIA JOSEFA MAS CAPO;MARIMAS;NO TITULAR;marimas@mapfre.com;ROSA ANA PEREZ LOIZAGA;PLROSAA;NO TITULAR;plrosaa@mapfre.com;JOAN ROQUE RIU;JOROQUE;NO TITULAR;JOROQUE@mapfre.com;;;;;;;;
L10479;LEGANES - Urb. JUAN CARLOS I;2880;1231;2880;62;MADRID-OESTE;01;MADRID;62;MADRID-OESTE;5230624;OFICINAS TRADICIONALES;DELEGADA;;;AVD. JUAN CARLOS I;80;;28916;28;MADRID;28916;LEGANES;916809015;;;916851559;jimed@mapfre.com;09:30 14:00 17:00 20:00;09:30 14:00 17:00 20:00;; ;09:30 14:00 17:00 20:00;09:30 14:00 17:00 20:00;; ;N;;;;;7304;DAVID JIMENEZ LOPEZ;JIMED;Responsable;jimed@mapfre.com;;;;Responsable2;;MARIA ISABEL SERRANO COLILLA;MISERR2;NO TITULAR;miserr2@mapfre.com;YORDAN STOYANOV TAGAROV;STOYANO;NO TITULAR;STOYANO@mapfre.com;JORGE LOPEZ MORENO;JLOP1;NO TITULAR;JLOP1@mapfre.com;;;;;;;;
L10479;LEGANES - Urb. JUAN CARLOS I;2880;1231;2880;62;MADRID-OESTE;01;MADRID;62;MADRID-OESTE;5230624;OFICINAS TRADICIONALES;DELEGADA;;;AVD. JUAN CARLOS I;80;;28916;28;MADRID;28916;LEGANES;916809015;;;916851559;jimed@mapfre.com;09:30 14:00 17:00 20:00;09:30 14:00 17:00 20:00;; ;09:30 14:00 17:00 20:00;09:30 14:00 17:00 20:00;; ;N;;;;;48945;DELMAP GESTION DE SERVICIOS, S.L.   ;;Responsable;;;;;Responsable2;;MARIA ISABEL SERRANO COLILLA;MISERR2;NO TITULAR;miserr2@mapfre.com;YORDAN STOYANOV TAGAROV;STOYANO;NO TITULAR;STOYANO@mapfre.com;JORGE LOPEZ MORENO;JLOP1;NO TITULAR;JLOP1@mapfre.com;;;;;;;;
L10535;CASTELL DE FERRO;7869;1817;7869;18;GRANADA-ALMERIA;08;SUR;18;GRANADA-ALMERIA;5232126;OFICINAS TRADICIONALES;DELEGADA;CRA;CARRETERA;MALAGA;;EDIF. EUROPA SUR 2 LOCAL;18740;18;GRANADA;18740;CASTELL DE FERRO;958656147;;659723160;958656482;loreper@mapfre.com;09:00 14:00 17:00 20:00;09:00 14:00 17:00 20:00;; ;09:00 14:00  ;09:00 14:00  ;; ;N;;;;;65904;LORENA PEREZ CASTILLO;LOREPER;Responsable;LOREPER@mapfre.com;;;;Responsable2;;ESTHER JODAR VILLA;ESTHERJ;NO TITULAR;ESTHERJ@mapfre.com;ENRIQUE MANUEL IBAÑEZ TORRES;ENIBANE;NO TITULAR;enibane@mapfre.com;;;;;;;;;;;;
L10535;CASTELL DE FERRO;7869;1817;7869;18;GRANADA-ALMERIA;08;SUR;18;GRANADA-ALMERIA;5232126;OFICINAS TRADICIONALES;DELEGADA;CRA;CARRETERA;MALAGA;;EDIF. EUROPA SUR 2 LOCAL;18740;18;GRANADA;18740;CASTELL DE FERRO;958656147;;659723160;958656482;loreper@mapfre.com;09:00 14:00 17:00 20:00;09:00 14:00 17:00 20:00;; ;09:00 14:00  ;09:00 14:00  ;; ;N;;;;;70813;GESEGUR IBAÑEZ PEREZ, S.L.   ;;Responsable;;;;;Responsable2;;ESTHER JODAR VILLA;ESTHERJ;NO TITULAR;ESTHERJ@mapfre.com;ENRIQUE MANUEL IBAÑEZ TORRES;ENIBANE;NO TITULAR;enibane@mapfre.com;;;;;;;;;;;;
L10555;CECLAVIN;5353;1008;5353;06;EXTREMADURA;03;SUROESTE;06;EXTREMADURA;5231321;OFICINAS TRADICIONALES;DELEGADA;;;AVD. VIRGEN DEL ENCINAR;26;;10870;10;CACERES;10870;CECLAVIN;927393282;;;927374576;cmarinl@mapfre.com;09:00 14:00 16:00 19:00;09:00 14:00 16:00 19:00;; ;09:00 14:00 17:00 20:00;09:00 14:00 17:00 20:00;; ;N;;;;;4874;CASIMIRO MARIN LORENZO;CMARINL;Responsable;cmarinl@mapfre.com;;;;Responsable2;;ELENA TERRON FLORENCIO;TERRONE;NO TITULAR;TERRONE@mapfre.com;MARIA ANGELES DORADO MARIN;MDDORAD;NO TITULAR;MDDORAD@mapfre.com;;;;;;;;;;;;
L10575;GETAFE - Urb. JUAN DE LA CIERVA;6150;1141;6150;62;MADRID-OESTE;01;MADRID;62;MADRID-OESTE;5231701;OFICINAS TRADICIONALES;DELEGADA;;;AVD. JUAN DE LA CIERVA;47-49;;28902;28;MADRID;28902;GETAFE;916839957;;;916826253;rrosa@mapfre.com;09:00 14:00 17:00 20:30;09:00 14:00 17:00 20:30;; ;09:00 14:00 17:00 20:30;09:00 14:00 17:00 20:30;; ;N;;;;;32181;MARIA ROSA RODRIGUEZ LAZARO;RROSA;Responsable;rrosa@mapfre.com;;;;Responsable2;;MARIA JOSEFA PEINADO GARCIA;MJPEIN1;NO TITULAR;mjpein1@mapfre.com;NURIA OLMO RODRIGUEZ;NURIAOL;NO TITULAR;nuriaol@mapfre.com;MARIA DEL PILAR GALAN MENESES;MPGALAN;NO TITULAR;mpgalan@mapfre.com;LIDIA OLMO RODRIGUEZ;OLMOROD;NO TITULAR;OLMOROD@mapfre.com;;;;
L10576;MADRID - Urb. RODRIGUEZ SAN PEDRO;2889;2810;2889;28;MADRID - CENTRO;01;MADRID;28;MADRID - CENTRO;5232151;OFICINAS TRADICIONALES;DELEGADA;;;RODRIGUEZ SAN PEDRO;33;;28015;28;MADRID;28015;MADRID;915444499;;651046484;915444497;jzahone2@mapfre.com;09:00 14:00 16:00 19:00;09:00 14:00 16:00 19:00;; ;   ;   ;; ;N;;;;;13588;JULIA MARIA ZAHONERO GOMEZ;JZAHONE;Responsable;jzahone2@mapfre.com;;;;Responsable2;;MARIA CARMEN HERNANDEZ CUTULI;HERNMDC;NO TITULAR;hernmdc@mapfre.com;LAURA PILAR IGLESIAS CAMPOS;LIGLESI;NO TITULAR;liglesi@mapfre.com;;;;;;;;;;;;
L10576;MADRID - Urb. RODRIGUEZ SAN PEDRO;2889;2810;2889;28;MADRID - CENTRO;01;MADRID;28;MADRID - CENTRO;5232151;OFICINAS TRADICIONALES;DELEGADA;;;RODRIGUEZ SAN PEDRO;33;;28015;28;MADRID;28015;MADRID;915444499;;651046484;915444497;jzahone2@mapfre.com;09:00 14:00 16:00 19:00;09:00 14:00 16:00 19:00;; ;   ;   ;; ;N;;;;;71435;JULIA ZAHONERO, S.L.  ;;Responsable;;;;;Responsable2;;MARIA CARMEN HERNANDEZ CUTULI;HERNMDC;NO TITULAR;hernmdc@mapfre.com;LAURA PILAR IGLESIAS CAMPOS;LIGLESI;NO TITULAR;liglesi@mapfre.com;;;;;;;;;;;;
L10577;SARRIGUREN - SARRIGUREN;5925;3115;5925;31;NAVARRA-LA RIOJA;04;NORTE;31;NAVARRA-LA RIOJA;5232525;OFICINAS TRADICIONALES;DELEGADA;CL;CALLE;REINO DE NAVARRA;12;;31621;31;NAVARRA;31621;SARRIGUREN;948164084;;637830848;948164126;midelga@mapfre.com;09:00 14:00 16:00 19:00;09:00 14:00  ;; ;09:00 14:30  ;09:00 14:30  ;; ;S;15-JUN-2021;15-SEP-2021;;;50544;MARIA ICIAR DELGADO MARTINEZ;MIDELGA;Responsable;midelga@mapfre.com;;;;Responsable2;;JOSÉ LUIS GUTIÉRREZ DELGADO;JGUT16;NO TITULAR;JGUT16@mapfre.com;;;;;;;;;;;;;;;;
